4,15,12,0,0
4,15,12,10,0
4,15,12,20,0
4,15,12,30,0
4,15,12,40,0
4,15,12,50,0
4,15,1,0,0
4,15,1,10,0
4,15,1,20,0
4,15,1,30,0
4,15,1,40,0
4,15,1,50,0
4,15,2,0,0
4,15,2,10,0
4,15,2,20,0
4,15,2,30,0
4,15,2,40,0
4,15,2,50,0
4,15,3,0,0
4,15,3,10,0
4,15,3,20,0
4,15,3,30,0
4,15,3,40,0
4,15,3,50,0
4,15,4,0,0
4,15,4,10,0
4,15,4,20,0
4,15,4,30,0
4,15,4,40,0
4,15,4,50,0
4,15,5,0,0
4,15,5,10,0
4,15,5,20,0
4,15,5,30,0
4,15,5,40,0
4,15,5,50,0
4,15,6,0,0
4,15,6,10,0
4,15,6,20,0
4,15,6,30,0
4,15,6,40,0
4,15,6,50,0
4,15,7,0,0
4,15,7,10,0
4,15,7,20,0
4,15,7,30,0
4,15,7,40,0
4,15,7,50,0
4,15,8,0,0
4,15,8,10,0
4,15,8,20,0
4,15,8,30,0
4,15,8,40,0
4,15,8,50,0
4,15,9,0,0
4,15,9,10,0
4,15,9,20,0
4,15,9,30,0
4,15,9,40,0
4,15,9,50,0
4,15,10,0,0
4,15,10,10,0
4,15,10,20,0
4,15,10,30,0
4,15,10,40,0
4,15,10,50,0
4,15,11,0,0
4,15,11,10,24.32399803
4,15,11,20,46.58060537
4,15,11,30,70.01012109
4,15,11,40,94.49552219
4,15,11,50,119.911976
4,15,12,0,146.1283628
4,15,12,10,173.0088289
4,15,12,20,200.4143443
4,15,12,30,228.2042428
4,15,12,40,256.2377201
4,15,12,50,284.375269
4,15,1,0,312.4800309
4,15,1,10,340.4190466
4,15,1,20,368.0643886
4,15,1,30,395.2941629
4,15,1,40,421.9933688
4,15,1,50,448.054608
4,15,2,0,473.3786393
4,15,2,10,497.8747747
4,15,2,20,521.4611187
4,15,2,30,544.0646543
4,15,2,40,565.6211802
4,15,2,50,586.075111
4,15,3,0,605.3791483
4,15,3,10,623.4938379
4,15,3,20,640.3870275
4,15,3,30,656.0332424
4,15,3,40,670.4129955
4,15,3,50,683.5120514
4,15,4,0,695.3206641
4,15,4,10,705.8328062
4,15,4,20,715.0454099
4,15,4,30,722.9576374
4,15,4,40,729.5701987
4,15,4,50,734.8847318
4,15,5,0,738.9032607
4,15,5,10,741.6277438
4,15,5,20,743.0597216
4,15,5,30,743.2000736
4,15,5,40,742.0488885
4,15,5,50,739.6054517
4,15,6,0,735.8683495
4,15,6,10,730.8356882
4,15,6,20,724.5054229
4,15,6,30,716.8757884
4,15,6,40,707.9458229
4,15,6,50,697.7159716
4,15,7,0,686.1887569
4,15,7,10,673.3694991
4,15,7,20,659.2670705
4,15,7,30,643.8946653
4,15,7,40,627.2705652
4,15,7,50,609.4188831
4,15,8,0,590.3702641
4,15,8,10,570.1625259
4,15,8,20,548.8412208
4,15,8,30,526.4601008
4,15,8,40,503.0814727
4,15,8,50,478.7764272
4,15,9,0,453.6249322
4,15,9,10,427.7157794
4,15,9,20,401.1463793
4,15,9,30,374.0223987
4,15,9,40,346.4572411
4,15,9,50,318.5713701
4,15,10,0,290.4914823
4,15,10,10,262.3495354
4,15,10,20,234.2816427
4,15,10,30,206.4268474
4,15,10,40,178.9257916
4,15,10,50,151.919297
4,15,11,0,125.5468791
4,15,11,10,99.94521433
4,15,11,20,75.24658387
4,15,11,30,51.57731789
4,15,11,40,29.05626404
4,15,11,50,0
4,16,12,0,0
4,16,12,10,0
4,16,12,20,0
4,16,12,30,0
4,16,12,40,0
4,16,12,50,0
4,16,1,0,0
4,16,1,10,0
4,16,1,20,0
4,16,1,30,0
4,16,1,40,0
4,16,1,50,0
4,16,2,0,0
4,16,2,10,0
4,16,2,20,0
4,16,2,30,0
4,16,2,40,0
4,16,2,50,0
4,16,3,0,0
4,16,3,10,0
4,16,3,20,0
4,16,3,30,0
4,16,3,40,0
4,16,3,50,0
4,16,4,0,0
4,16,4,10,0
4,16,4,20,0
4,16,4,30,0
4,16,4,40,0
4,16,4,50,0
4,16,5,0,0
4,16,5,10,0
4,16,5,20,0
4,16,5,30,0
4,16,5,40,0
4,16,5,50,0
4,16,6,0,0
4,16,6,10,0
4,16,6,20,0
4,16,6,30,0
4,16,6,40,0
4,16,6,50,0
4,16,7,0,0
4,16,7,10,0
4,16,7,20,0
4,16,7,30,0
4,16,7,40,0
4,16,7,50,0
4,16,8,0,0
4,16,8,10,0
4,16,8,20,0
4,16,8,30,0
4,16,8,40,0
4,16,8,50,0
4,16,9,0,0
4,16,9,10,0
4,16,9,20,0
4,16,9,30,0
4,16,9,40,0
4,16,9,50,0
4,16,10,0,0
4,16,10,10,0
4,16,10,20,0
4,16,10,30,0
4,16,10,40,0
4,16,10,50,0
4,16,11,0,0
4,16,11,10,46.38616367
4,16,11,20,72.89537368
4,16,11,30,100.8958472
4,16,11,40,130.2375311
4,16,11,50,160.7605005
4,16,12,0,192.2969744
4,16,12,10,224.6733662
4,16,12,20,257.7123372
4,16,12,30,291.234821
4,16,12,40,325.0619895
4,16,12,50,359.0171297
4,16,1,0,392.9274065
4,16,1,10,426.6254865
4,16,1,20,459.9510022
4,16,1,30,492.7518392
4,16,1,40,524.885231
4,16,1,50,556.2186524
4,16,2,0,586.630504
4,16,2,10,616.0105853
4,16,2,20,644.2603581
4,16,2,30,671.2930038
4,16,2,40,697.0332852
4,16,2,50,721.4172234
